post_id,update_date,broker_id,project_id,price,price_unit,price_per_m²,price_per_m²_unit,area,area_unit,bedroom,bathroom
277,2025-02-11,1,22,5.9,tỷ đồng,74.68,triệu đồng,79.0,m²,2.0,2.0
278,2025-02-11,1,103,4.65,tỷ đồng,47.94,triệu đồng,97.0,m²,3.0,2.0
279,2025-02-11,1,30,8.6,tỷ đồng,96.63,triệu đồng,89.0,m²,2.0,2.0
280,2025-02-11,1,104,4.25,tỷ đồng,48.3,triệu đồng,88.0,m²,3.0,2.0
281,2025-02-11,1,49,8.5,tỷ đồng,61.59,triệu đồng,138.0,m²,3.0,2.0
282,2025-02-11,1,68,13.0,tỷ đồng,87.84,triệu đồng,148.0,m²,3.0,2.0
283,2025-02-11,1,3,8.4,tỷ đồng,116.67,triệu đồng,72.0,m²,2.0,2.0
284,2025-02-11,1,46,5.15,tỷ đồng,67.76,triệu đồng,76.0,m²,2.0,2.0
285,2025-02-11,1,10,65.0,tỷ đồng,270.83,triệu đồng,240.0,m²,5.0,4.0
286,2025-02-11,1,105,4.5,tỷ đồng,90.0,triệu đồng,50.0,m²,,
287,2025-02-11,1,106,,tỷ đồng,,triệu đồng,76.0,m²,3.0,2.0
288,2025-02-11,1,16,11.5,tỷ đồng,123.66,triệu đồng,93.0,m²,2.0,2.0
289,2025-02-11,1,107,9.3,tỷ đồng,105.68,triệu đồng,88.0,m²,2.0,2.0
290,2025-02-11,1,43,2.28,tỷ đồng,69.09,triệu đồng,33.0,m²,1.0,
291,2025-02-11,1,36,8.2,tỷ đồng,128.12,triệu đồng,64.0,m²,1.0,1.0
292,2025-02-11,1,16,11.0,tỷ đồng,171.88,triệu đồng,64.0,m²,1.0,1.0
293,2025-02-11,1,16,16.5,tỷ đồng,168.37,triệu đồng,98.0,m²,2.0,2.0
294,2025-02-11,1,16,9.0,tỷ đồng,140.62,triệu đồng,64.0,m²,1.0,1.0
295,2025-02-11,1,10,55.0,tỷ đồng,305.56,triệu đồng,180.0,m²,4.0,
296,2025-02-11,1,2,8.85,tỷ đồng,83.49,triệu đồng,106.0,m²,3.0,2.0
297,2025-02-11,1,36,21.5,tỷ đồng,169.29,triệu đồng,127.0,m²,3.0,3.0
298,2025-02-11,1,35,18.0,tỷ đồng,147.54,triệu đồng,122.0,m²,,
299,2025-02-11,1,8,,tỷ đồng,,triệu đồng,83.4,m²,2.0,2.0
300,2025-02-11,1,46,5.2,tỷ đồng,68.42,triệu đồng,76.0,m²,2.0,2.0
301,2025-02-11,1,10,45.0,tỷ đồng,190.68,triệu đồng,236.0,m²,4.0,3.0
302,2025-02-11,1,10,28.0,tỷ đồng,215.38,triệu đồng,130.0,m²,3.0,2.0
303,2025-02-11,1,23,17.0,tỷ đồng,246.38,triệu đồng,69.0,m²,2.0,2.0
304,2025-02-11,1,10,62.0,tỷ đồng,206.67,triệu đồng,300.0,m²,5.0,5.0
305,2025-02-11,1,14,4.05,tỷ đồng,57.04,triệu đồng,71.0,m²,2.0,2.0
306,2025-02-11,1,14,4.05,tỷ đồng,57.04,triệu đồng,71.0,m²,2.0,2.0
307,2025-02-11,1,47,20.0,tỷ đồng,166.67,triệu đồng,120.0,m²,3.0,2.0
308,2025-02-11,1,47,26.9,tỷ đồng,199.26,triệu đồng,135.0,m²,3.0,3.0
309,2025-02-11,1,23,,tỷ đồng,,triệu đồng,77.0,m²,,
310,2025-02-11,1,64,1.85,tỷ đồng,32.46,triệu đồng,57.0,m²,2.0,2.0
311,2025-02-11,1,23,18.5,tỷ đồng,260.56,triệu đồng,71.0,m²,2.0,2.0
312,2025-02-11,1,24,7.6,tỷ đồng,123.58,triệu đồng,61.5,m²,1.0,1.0
313,2025-02-11,1,10,11.5,tỷ đồng,194.92,triệu đồng,59.0,m²,1.0,1.0
314,2025-02-11,1,108,10.5,tỷ đồng,95.46,triệu đồng,110.0,m²,2.0,2.0
315,2025-02-11,1,109,7.8,tỷ đồng,74.29,triệu đồng,105.0,m²,3.0,2.0
316,2025-02-11,1,108,25.0,tỷ đồng,104.6,triệu đồng,239.0,m²,4.0,5.0
317,2025-02-11,1,58,4.0,tỷ đồng,58.82,triệu đồng,68.0,m²,2.0,2.0
318,2025-02-11,1,31,7.7,tỷ đồng,68.75,triệu đồng,112.0,m²,,
319,2025-02-11,1,58,4.3,tỷ đồng,63.24,triệu đồng,68.0,m²,2.0,2.0
320,2025-02-11,1,17,17.4,tỷ đồng,81.69,triệu đồng,213.0,m²,3.0,3.0
321,2025-02-11,1,17,19.5,tỷ đồng,78.63,triệu đồng,248.0,m²,5.0,4.0
322,2025-02-11,1,47,20.0,tỷ đồng,285.71,triệu đồng,70.0,m²,3.0,2.0
323,2025-02-11,1,8,11.0,tỷ đồng,97.34,triệu đồng,113.0,m²,3.0,3.0
324,2025-02-11,1,8,,tỷ đồng,,triệu đồng,140.0,m²,3.0,3.0
325,2025-02-11,1,79,,tỷ đồng,,triệu đồng,143.74,m²,3.0,3.0
326,2025-02-11,1,110,1.85,tỷ đồng,32.46,triệu đồng,57.0,m²,2.0,2.0
327,2025-02-11,1,111,6.2,tỷ đồng,78.48,triệu đồng,79.0,m²,3.0,2.0
328,2025-02-11,1,88,5.1,tỷ đồng,57.96,triệu đồng,88.0,m²,3.0,2.0
329,2025-02-11,1,112,3.05,tỷ đồng,58.65,triệu đồng,52.0,m²,2.0,1.0
330,2025-02-11,1,113,2.39,tỷ đồng,39.83,triệu đồng,60.0,m²,2.0,1.0
331,2025-02-11,1,24,110.0,tỷ đồng,338.46,triệu đồng,325.0,m²,,
332,2025-02-11,1,17,32.0,tỷ đồng,104.58,triệu đồng,306.0,m²,5.0,
333,2025-02-11,1,114,13.7,tỷ đồng,114.17,triệu đồng,120.0,m²,3.0,2.0
334,2025-02-11,1,115,9.5,tỷ đồng,107.96,triệu đồng,88.0,m²,2.0,2.0
335,2025-02-11,1,22,6.5,tỷ đồng,79.27,triệu đồng,82.0,m²,2.0,2.0
336,2025-02-11,1,6,13.8,tỷ đồng,115.0,triệu đồng,120.0,m²,3.0,2.0
337,2025-02-11,1,6,23.9,tỷ đồng,109.13,triệu đồng,219.0,m²,3.0,2.0
338,2025-02-11,1,30,11.5,tỷ đồng,112.74,triệu đồng,102.0,m²,2.0,2.0
339,2025-02-11,1,30,16.0,tỷ đồng,130.08,triệu đồng,123.0,m²,3.0,2.0
340,2025-02-11,1,8,,tỷ đồng,,triệu đồng,372.2,m²,5.0,6.0
341,2025-02-11,1,8,19.0,tỷ đồng,132.18,triệu đồng,143.74,m²,3.0,3.0
342,2025-02-11,1,35,48.0,tỷ đồng,238.81,triệu đồng,201.0,m²,4.0,
343,2025-02-11,1,89,13.1,tỷ đồng,90.34,triệu đồng,145.0,m²,3.0,3.0
344,2025-02-11,1,89,16.0,tỷ đồng,86.49,triệu đồng,185.0,m²,3.0,3.0
345,2025-02-11,1,35,105.0,tỷ đồng,211.27,triệu đồng,497.0,m²,,
346,2025-02-11,1,22,8.8,tỷ đồng,82.24,triệu đồng,107.0,m²,3.0,2.0
347,2025-02-11,1,116,18.5,tỷ đồng,92.5,triệu đồng,200.0,m²,3.0,4.0
348,2025-02-11,1,117,70.0,tỷ đồng,170.01,triệu đồng,411.74,m²,,
349,2025-02-11,1,98,1.85,tỷ đồng,33.64,triệu đồng,55.0,m²,2.0,2.0
350,2025-02-11,1,68,13.0,tỷ đồng,87.84,triệu đồng,148.0,m²,3.0,2.0
351,2025-02-11,1,3,7.2,tỷ đồng,138.46,triệu đồng,52.0,m²,1.0,1.0
352,2025-02-11,1,24,7.1,tỷ đồng,129.09,triệu đồng,55.0,m²,1.0,
353,2025-02-11,1,118,7.8,tỷ đồng,74.29,triệu đồng,105.0,m²,3.0,2.0
354,2025-02-11,1,119,2.7,tỷ đồng,45.0,triệu đồng,60.0,m²,2.0,1.0
355,2025-02-11,1,120,38.0,tỷ đồng,251.66,triệu đồng,151.0,m²,3.0,2.0
356,2025-02-11,1,87,18.5,tỷ đồng,134.06,triệu đồng,138.0,m²,3.0,2.0
357,2025-02-11,1,11,13.5,tỷ đồng,160.71,triệu đồng,84.0,m²,2.0,2.0
358,2025-02-11,1,6,5.6,tỷ đồng,77.78,triệu đồng,72.0,m²,2.0,2.0
359,2025-02-11,1,17,6.8,tỷ đồng,75.56,triệu đồng,90.0,m²,2.0,2.0
360,2025-02-11,1,17,11.0,tỷ đồng,79.71,triệu đồng,138.0,m²,3.0,2.0
361,2025-02-11,1,116,12.3,tỷ đồng,84.83,triệu đồng,145.0,m²,3.0,3.0
362,2025-02-11,1,8,12.2,tỷ đồng,104.27,triệu đồng,117.0,m²,3.0,2.0
363,2025-02-11,1,47,26.0,tỷ đồng,236.36,triệu đồng,110.0,m²,3.0,2.0
364,2025-02-11,1,22,7.3,tỷ đồng,91.25,triệu đồng,80.0,m²,2.0,2.0
365,2025-02-11,1,77,7.35,tỷ đồng,66.22,triệu đồng,111.0,m²,3.0,2.0
366,2025-02-11,1,121,12.5,tỷ đồng,145.35,triệu đồng,86.0,m²,2.0,2.0
367,2025-02-11,1,16,150.0,tỷ đồng,395.78,triệu đồng,379.0,m²,3.0,4.0
368,2025-02-11,1,10,57.0,tỷ đồng,316.67,triệu đồng,180.0,m²,4.0,4.0
369,2025-02-11,1,10,45.0,tỷ đồng,326.09,triệu đồng,138.0,m²,3.0,3.0
370,2025-02-11,1,10,11.5,tỷ đồng,212.96,triệu đồng,54.0,m²,1.0,1.0
371,2025-02-11,1,23,21.0,tỷ đồng,280.0,triệu đồng,75.0,m²,2.0,2.0
372,2025-02-11,1,16,150.0,tỷ đồng,395.78,triệu đồng,379.0,m²,3.0,4.0
373,2025-02-11,1,122,7.9,tỷ đồng,69.91,triệu đồng,113.0,m²,3.0,2.0
374,2025-02-11,1,119,3.3,tỷ đồng,37.08,triệu đồng,89.0,m²,3.0,3.0
375,2025-02-11,1,63,3.7,tỷ đồng,45.68,triệu đồng,81.0,m²,2.0,2.0
376,2025-02-11,1,47,26.9,tỷ đồng,192.14,triệu đồng,140.0,m²,3.0,2.0
377,2025-02-11,1,123,39.0,tỷ đồng,163.18,triệu đồng,239.0,m²,4.0,4.0
378,2025-02-11,1,4,10.5,tỷ đồng,140.0,triệu đồng,75.0,m²,2.0,2.0
379,2025-02-11,1,3,8.5,tỷ đồng,116.44,triệu đồng,73.0,m²,2.0,2.0
380,2025-02-11,1,124,20.0,tỷ đồng,250.0,triệu đồng,80.0,m²,2.0,2.0
381,2025-02-11,1,8,12.2,tỷ đồng,104.27,triệu đồng,117.0,m²,3.0,2.0
382,2025-02-11,1,125,3.9,tỷ đồng,60.94,triệu đồng,64.0,m²,2.0,2.0
383,2025-02-11,1,68,21.8,tỷ đồng,78.42,triệu đồng,278.0,m²,4.0,3.0
384,2025-02-11,1,3,12.4,tỷ đồng,133.33,triệu đồng,93.0,m²,3.0,2.0
385,2025-02-11,1,35,48.0,tỷ đồng,262.3,triệu đồng,183.0,m²,,
386,2025-02-11,1,4,,tỷ đồng,,triệu đồng,75.0,m²,2.0,2.0
387,2025-02-11,1,62,9.25,tỷ đồng,123.33,triệu đồng,75.0,m²,2.0,2.0
388,2025-02-11,1,126,,tỷ đồng,,triệu đồng,56.0,m²,1.0,1.0
389,2025-02-11,1,127,12.0,tỷ đồng,120.0,triệu đồng,100.0,m²,3.0,2.0
390,2025-02-11,1,33,,tỷ đồng,30.0,triệu đồng,26.0,m²,1.0,1.0
391,2025-02-11,1,128,13.58,tỷ đồng,119.67,triệu đồng,113.5,m²,3.0,2.0
392,2025-02-11,1,4,8.4,tỷ đồng,161.54,triệu đồng,52.0,m²,1.0,1.0
393,2025-02-11,1,8,,tỷ đồng,,triệu đồng,140.0,m²,4.0,3.0
394,2025-02-11,1,1,5.1,tỷ đồng,78.46,triệu đồng,65.0,m²,2.0,
395,2025-02-11,1,64,1.85,tỷ đồng,33.64,triệu đồng,55.0,m²,2.0,2.0
396,2025-02-11,1,83,5.93,tỷ đồng,68.94,triệu đồng,86.0,m²,2.0,2.0
397,2025-02-11,1,3,8.7,tỷ đồng,116.0,triệu đồng,75.0,m²,2.0,2.0
398,2025-02-11,1,35,55.0,tỷ đồng,255.81,triệu đồng,215.0,m²,4.0,3.0
399,2025-02-11,1,129,9.0,tỷ đồng,75.0,triệu đồng,120.0,m²,2.0,2.0
400,2025-02-11,1,16,30.0,tỷ đồng,193.55,triệu đồng,155.0,m²,,
401,2025-02-11,1,130,9.5,tỷ đồng,128.38,triệu đồng,74.0,m²,2.0,2.0
402,2025-02-11,1,131,16.5,tỷ đồng,91.67,triệu đồng,180.0,m²,,
403,2025-02-11,1,132,6.6,tỷ đồng,80.49,triệu đồng,82.0,m²,2.0,2.0
404,2025-02-11,1,133,4.2,tỷ đồng,53.85,triệu đồng,78.0,m²,2.0,2.0
405,2025-02-11,1,10,11.5,tỷ đồng,209.51,triệu đồng,54.89,m²,1.0,1.0
406,2025-02-11,1,35,40.0,tỷ đồng,199.0,triệu đồng,201.0,m²,4.0,3.0
407,2025-02-11,1,68,8.2,tỷ đồng,83.67,triệu đồng,98.0,m²,2.0,2.0
408,2025-02-11,1,3,7.1,tỷ đồng,133.96,triệu đồng,53.0,m²,1.0,1.0
409,2025-02-11,1,54,20.5,tỷ đồng,93.18,triệu đồng,220.0,m²,3.0,4.0
410,2025-02-11,1,7,17.0,tỷ đồng,90.91,triệu đồng,187.0,m²,3.0,2.0
411,2025-02-11,1,132,11.5,tỷ đồng,71.88,triệu đồng,160.0,m²,2.0,2.0
412,2025-02-11,1,10,49.0,tỷ đồng,357.66,triệu đồng,137.0,m²,3.0,2.0
413,2025-02-11,1,27,,tỷ đồng,60.0,triệu đồng,80.0,m²,2.0,2.0
414,2025-02-11,1,134,12.2,tỷ đồng,122.0,triệu đồng,100.0,m²,3.0,2.0
415,2025-02-11,1,74,15.0,tỷ đồng,80.21,triệu đồng,187.0,m²,3.0,3.0
416,2025-02-11,1,1,,tỷ đồng,,triệu đồng,67.0,m²,2.0,2.0
417,2025-02-11,1,14,4.05,tỷ đồng,56.64,triệu đồng,71.5,m²,2.0,2.0
418,2025-02-11,1,23,21.0,tỷ đồng,272.73,triệu đồng,77.0,m²,2.0,
419,2025-02-11,1,100,4.2,tỷ đồng,53.85,triệu đồng,78.0,m²,2.0,2.0
420,2025-02-11,1,95,2.47,tỷ đồng,45.18,triệu đồng,54.72,m²,2.0,2.0
421,2025-02-11,1,95,2.45,tỷ đồng,44.85,triệu đồng,54.63,m²,2.0,2.0
422,2025-02-11,1,4,8.5,tỷ đồng,154.54,triệu đồng,55.0,m²,1.0,1.0
423,2025-02-11,1,131,13.5,tỷ đồng,93.1,triệu đồng,145.0,m²,,
424,2025-02-11,1,1,,tỷ đồng,,triệu đồng,70.0,m²,2.0,
425,2025-02-11,1,24,7.6,tỷ đồng,123.5,triệu đồng,61.54,m²,1.0,1.0
426,2025-02-11,1,24,11.0,tỷ đồng,125.0,triệu đồng,88.0,m²,2.0,2.0
427,2025-02-11,1,11,12.5,tỷ đồng,138.89,triệu đồng,90.0,m²,2.0,2.0
428,2025-02-11,1,16,13.8,tỷ đồng,148.39,triệu đồng,93.0,m²,2.0,2.0
429,2025-02-11,1,16,15.0,tỷ đồng,161.29,triệu đồng,93.0,m²,2.0,2.0
430,2025-02-11,1,16,13.9,tỷ đồng,149.46,triệu đồng,93.0,m²,2.0,2.0
431,2025-02-11,1,10,16.0,tỷ đồng,197.53,triệu đồng,81.0,m²,2.0,2.0
432,2025-02-11,1,135,6.0,tỷ đồng,63.16,triệu đồng,95.0,m²,3.0,2.0
433,2025-02-11,1,10,65.0,tỷ đồng,361.11,triệu đồng,180.0,m²,4.0,3.0
434,2025-02-11,1,35,24.5,tỷ đồng,196.0,triệu đồng,125.0,m²,3.0,2.0
435,2025-02-11,1,22,25.0,tỷ đồng,132.98,triệu đồng,188.0,m²,3.0,3.0
436,2025-02-11,1,132,11.0,tỷ đồng,75.34,triệu đồng,146.0,m²,3.0,2.0
437,2025-02-11,1,100,5.18,tỷ đồng,50.78,triệu đồng,102.0,m²,3.0,2.0
438,2025-02-11,1,58,4.3,tỷ đồng,62.77,triệu đồng,68.5,m²,2.0,2.0
439,2025-02-11,1,66,8.5,tỷ đồng,62.96,triệu đồng,135.0,m²,3.0,
440,2025-02-11,1,136,11.0,tỷ đồng,70.51,triệu đồng,156.0,m²,3.0,3.0
441,2025-02-11,1,11,42.0,tỷ đồng,207.92,triệu đồng,202.0,m²,4.0,3.0
442,2025-02-11,1,10,55.0,tỷ đồng,294.12,triệu đồng,187.0,m²,4.0,3.0
443,2025-02-11,1,11,42.5,tỷ đồng,210.4,triệu đồng,202.0,m²,4.0,3.0
444,2025-02-11,1,11,75.0,tỷ đồng,213.07,triệu đồng,352.0,m²,4.0,3.0
445,2025-02-11,1,87,75.0,tỷ đồng,214.29,triệu đồng,350.0,m²,4.0,3.0
446,2025-02-11,1,111,5.7,tỷ đồng,77.67,triệu đồng,73.39,m²,3.0,2.0
447,2025-02-11,1,7,7.0,tỷ đồng,80.46,triệu đồng,87.0,m²,2.0,2.0
448,2025-02-11,1,1,,tỷ đồng,,triệu đồng,70.0,m²,2.0,
449,2025-02-11,1,100,3.9,tỷ đồng,49.44,triệu đồng,78.88,m²,2.0,2.0
450,2025-02-11,1,137,5.05,tỷ đồng,50.5,triệu đồng,100.0,m²,3.0,2.0
451,2025-02-11,1,100,5.0,tỷ đồng,49.13,triệu đồng,101.78,m²,3.0,2.0
452,2025-02-11,1,35,9.6,tỷ đồng,160.0,triệu đồng,60.0,m²,1.0,1.0
453,2025-02-11,1,9,,tỷ đồng,,triệu đồng,50.0,m²,1.0,1.0
454,2025-02-11,1,68,18.8,tỷ đồng,83.56,triệu đồng,225.0,m²,3.0,2.0
455,2025-02-11,1,3,8.3,tỷ đồng,113.7,triệu đồng,73.0,m²,2.0,2.0
456,2025-02-11,1,138,50.0,tỷ đồng,277.78,triệu đồng,180.0,m²,,
457,2025-02-11,1,139,7.0,tỷ đồng,50.72,triệu đồng,138.0,m²,3.0,3.0
458,2025-02-11,1,45,,tỷ đồng,,triệu đồng,62.0,m²,2.0,1.0
459,2025-02-11,1,66,8.5,tỷ đồng,62.96,triệu đồng,135.0,m²,3.0,
460,2025-02-11,1,11,20.6,tỷ đồng,153.73,triệu đồng,134.0,m²,3.0,2.0
461,2025-02-11,1,42,3.3,tỷ đồng,37.08,triệu đồng,89.0,m²,3.0,3.0
462,2025-02-11,1,31,9.2,tỷ đồng,69.17,triệu đồng,133.0,m²,3.0,2.0
463,2025-02-11,1,31,8.6,tỷ đồng,73.5,triệu đồng,117.0,m²,3.0,3.0
464,2025-02-11,1,13,3.47,tỷ đồng,42.84,triệu đồng,81.0,m²,2.0,2.0
465,2025-02-11,1,31,7.2,tỷ đồng,70.59,triệu đồng,102.0,m²,3.0,2.0
466,2025-02-11,1,31,7.5,tỷ đồng,66.96,triệu đồng,112.0,m²,3.0,2.0
467,2025-02-11,1,64,2.05,tỷ đồng,29.29,triệu đồng,70.0,m²,2.0,2.0
468,2025-02-11,1,46,5.5,tỷ đồng,73.33,triệu đồng,75.0,m²,2.0,2.0
469,2025-02-11,1,140,4.5,tỷ đồng,57.69,triệu đồng,78.0,m²,2.0,2.0
470,2025-02-11,1,34,10.0,tỷ đồng,119.05,triệu đồng,84.0,m²,2.0,2.0
471,2025-02-11,1,39,,tỷ đồng,,triệu đồng,109.0,m²,3.0,2.0
472,2025-02-11,1,24,11.0,tỷ đồng,129.41,triệu đồng,85.0,m²,2.0,2.0
473,2025-02-11,1,52,5.6,tỷ đồng,65.88,triệu đồng,85.0,m²,3.0,2.0
474,2025-02-11,1,2,9.1,tỷ đồng,85.05,triệu đồng,107.0,m²,3.0,2.0
475,2025-02-11,1,111,5.0,tỷ đồng,71.43,triệu đồng,70.0,m²,2.0,2.0
476,2025-02-11,1,141,12.0,tỷ đồng,102.56,triệu đồng,117.0,m²,3.0,2.0
477,2025-02-11,1,10,25.0,tỷ đồng,192.31,triệu đồng,130.0,m²,3.0,
478,2025-02-11,1,1,,tỷ đồng,,triệu đồng,74.0,m²,2.0,
479,2025-02-11,1,11,42.5,tỷ đồng,210.4,triệu đồng,202.0,m²,4.0,3.0
480,2025-02-11,1,17,15.6,tỷ đồng,71.89,triệu đồng,217.0,m²,4.0,3.0
481,2025-02-11,1,17,17.5,tỷ đồng,85.78,triệu đồng,204.0,m²,4.0,3.0
482,2025-02-11,1,68,12.8,tỷ đồng,86.49,triệu đồng,148.0,m²,3.0,2.0
483,2025-02-11,1,3,12.5,tỷ đồng,134.41,triệu đồng,93.0,m²,3.0,2.0
484,2025-02-11,1,6,12.55,tỷ đồng,107.26,triệu đồng,117.0,m²,3.0,2.0
485,2025-02-11,1,142,5.2,tỷ đồng,49.06,triệu đồng,106.0,m²,3.0,2.0
486,2025-02-11,1,77,14.0,tỷ đồng,79.54,triệu đồng,176.0,m²,4.0,2.0
487,2025-02-11,1,4,,tỷ đồng,,triệu đồng,400.0,m²,2.0,2.0
488,2025-02-11,1,4,8.0,tỷ đồng,111.58,triệu đồng,71.7,m²,2.0,2.0
489,2025-02-11,1,13,4.7,tỷ đồng,49.47,triệu đồng,95.0,m²,3.0,2.0
490,2025-02-11,1,75,9.0,tỷ đồng,66.18,triệu đồng,136.0,m²,3.0,2.0
491,2025-02-11,1,143,4.36,tỷ đồng,58.92,triệu đồng,74.0,m²,3.0,1.0
492,2025-02-11,1,95,2.58,tỷ đồng,47.09,triệu đồng,54.72,m²,2.0,2.0
493,2025-02-11,1,43,5.0,tỷ đồng,65.79,triệu đồng,76.0,m²,2.0,2.0
494,2025-02-11,1,58,4.1,tỷ đồng,60.29,triệu đồng,68.0,m²,2.0,2.0
495,2025-02-11,1,58,4.2,tỷ đồng,60.87,triệu đồng,69.0,m²,2.0,2.0
496,2025-02-11,1,4,50.9,tỷ đồng,155.66,triệu đồng,327.0,m²,4.0,6.0
497,2025-02-11,1,95,2.6,tỷ đồng,47.59,triệu đồng,54.63,m²,2.0,2.0
498,2025-02-11,1,9,7.3,tỷ đồng,,triệu đồng,4.0,m²,1.0,1.0
499,2025-02-11,1,68,11.5,tỷ đồng,76.67,triệu đồng,150.0,m²,3.0,3.0
500,2025-02-11,1,75,,tỷ đồng,,triệu đồng,105.0,m²,2.0,2.0
501,2025-02-11,1,46,5.1,tỷ đồng,67.1,triệu đồng,76.0,m²,2.0,2.0
502,2025-02-11,1,54,35.0,tỷ đồng,159.09,triệu đồng,220.0,m²,3.0,3.0
503,2025-02-11,1,144,70.0,tỷ đồng,218.75,triệu đồng,320.0,m²,,
504,2025-02-11,1,17,6.7,tỷ đồng,74.44,triệu đồng,90.0,m²,2.0,2.0
505,2025-02-11,1,10,65.0,tỷ đồng,270.83,triệu đồng,240.0,m²,4.0,4.0
506,2025-02-11,1,10,25.0,tỷ đồng,192.31,triệu đồng,130.0,m²,3.0,2.0
507,2025-02-11,1,14,12.0,tỷ đồng,63.16,triệu đồng,190.0,m²,4.0,4.0
508,2025-02-11,1,8,,tỷ đồng,,triệu đồng,80.0,m²,2.0,2.0
509,2025-02-11,1,126,12.85,tỷ đồng,109.83,triệu đồng,117.0,m²,3.0,
510,2025-02-11,1,6,70.0,tỷ đồng,125.0,triệu đồng,560.0,m²,4.0,5.0
511,2025-02-11,1,6,18.0,tỷ đồng,90.0,triệu đồng,200.0,m²,3.0,2.0
512,2025-02-11,1,82,6.8,tỷ đồng,82.93,triệu đồng,82.0,m²,2.0,2.0
513,2025-02-11,1,82,6.7,tỷ đồng,81.71,triệu đồng,82.0,m²,2.0,2.0
514,2025-02-11,1,145,10.0,tỷ đồng,74.63,triệu đồng,134.0,m²,3.0,2.0
515,2025-02-11,1,75,11.5,tỷ đồng,84.56,triệu đồng,136.0,m²,3.0,2.0
516,2025-02-11,1,108,16.0,tỷ đồng,120.3,triệu đồng,133.0,m²,3.0,2.0
517,2025-02-11,1,108,13.0,tỷ đồng,97.74,triệu đồng,133.0,m²,3.0,2.0
518,2025-02-11,1,98,2.2,tỷ đồng,32.35,triệu đồng,68.0,m²,2.0,2.0
519,2025-02-11,1,75,7.0,tỷ đồng,66.67,triệu đồng,105.0,m²,2.0,2.0
520,2025-02-11,1,54,25.18,tỷ đồng,114.46,triệu đồng,220.0,m²,3.0,4.0
521,2025-02-11,1,5,7.9,tỷ đồng,114.49,triệu đồng,69.0,m²,2.0,2.0
522,2025-02-11,1,54,24.7,tỷ đồng,112.27,triệu đồng,220.0,m²,3.0,4.0
523,2025-02-11,1,54,25.18,tỷ đồng,114.46,triệu đồng,220.0,m²,3.0,4.0
524,2025-02-11,1,24,23.5,tỷ đồng,185.48,triệu đồng,126.7,m²,3.0,2.0
525,2025-02-11,1,24,6.8,tỷ đồng,121.43,triệu đồng,56.0,m²,1.0,1.0
526,2025-02-11,1,67,6.0,tỷ đồng,69.77,triệu đồng,86.0,m²,3.0,2.0
527,2025-02-11,1,31,4.4,tỷ đồng,72.13,triệu đồng,61.0,m²,2.0,2.0
528,2025-02-11,1,109,4.2,tỷ đồng,60.87,triệu đồng,69.0,m²,2.0,2.0
529,2025-02-11,1,16,145.0,tỷ đồng,382.59,triệu đồng,379.0,m²,3.0,4.0
530,2025-02-11,1,8,,tỷ đồng,,triệu đồng,143.0,m²,,
531,2025-02-11,1,146,14.8,tỷ đồng,162.64,triệu đồng,91.0,m²,2.0,2.0
532,2025-02-11,1,147,7.25,tỷ đồng,65.32,triệu đồng,111.0,m²,3.0,2.0
533,2025-02-11,1,19,4.3,tỷ đồng,52.44,triệu đồng,82.0,m²,3.0,
534,2025-02-11,1,66,6.7,tỷ đồng,66.34,triệu đồng,101.0,m²,3.0,2.0
535,2025-02-11,1,148,23.0,tỷ đồng,194.92,triệu đồng,118.0,m²,3.0,2.0
536,2025-02-11,1,17,4.2,tỷ đồng,84.0,triệu đồng,50.0,m²,1.0,1.0
537,2025-02-11,1,10,29.0,tỷ đồng,223.08,triệu đồng,130.0,m²,3.0,2.0
538,2025-02-11,1,2,8.0,tỷ đồng,94.12,triệu đồng,85.0,m²,2.0,2.0
539,2025-02-11,1,24,,tỷ đồng,,triệu đồng,400.0,m²,3.0,3.0
540,2025-02-11,1,3,8.4,tỷ đồng,116.67,triệu đồng,72.0,m²,2.0,2.0
541,2025-02-11,1,3,6.3,tỷ đồng,131.25,triệu đồng,48.0,m²,1.0,1.0
542,2025-02-11,1,10,35.0,tỷ đồng,426.83,triệu đồng,82.0,m²,2.0,2.0
543,2025-02-11,1,58,3.2,tỷ đồng,65.31,triệu đồng,49.0,m²,2.0,2.0
544,2025-02-11,1,149,55.0,tỷ đồng,300.55,triệu đồng,183.0,m²,4.0,
545,2025-02-11,1,58,4.5,tỷ đồng,60.0,triệu đồng,75.0,m²,2.0,2.0
546,2025-02-11,1,58,4.5,tỷ đồng,60.0,triệu đồng,75.0,m²,2.0,2.0
547,2025-02-11,1,14,4.2,tỷ đồng,58.74,triệu đồng,71.5,m²,2.0,2.0
548,2025-02-11,1,150,3.8,tỷ đồng,56.72,triệu đồng,67.0,m²,,
549,2025-02-11,1,151,4.2,tỷ đồng,59.16,triệu đồng,71.0,m²,2.0,2.0
550,2025-02-11,1,10,15.7,tỷ đồng,227.21,triệu đồng,69.1,m²,2.0,2.0
551,2025-02-11,1,14,12.0,tỷ đồng,63.16,triệu đồng,190.0,m²,4.0,
552,2025-02-11,1,82,6.5,tỷ đồng,67.01,triệu đồng,97.0,m²,2.0,2.0
553,2025-02-11,1,17,14.0,tỷ đồng,82.35,triệu đồng,170.0,m²,3.0,3.0
554,2025-02-11,1,29,6.5,tỷ đồng,67.01,triệu đồng,97.0,m²,2.0,2.0
